report_id,data_riferimento,tavola,titolo_tabella,dimensione,etichetta,variabile,percorso,unita_misura,valore
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Toscana,2022,,valore_assoluto,45072.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Toscana,2023,,valore_assoluto,84773.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Toscana,2024,,valore_assoluto,45738.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Toscana,incidenza_pc,,percentuale,26.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Toscana,individui,,valore_assoluto,162666.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Toscana,totale,,valore_assoluto,175583.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Totale,2022,,valore_assoluto,690556.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Totale,2023,,valore_assoluto,1292954.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Totale,2024,,valore_assoluto,691698.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Totale,incidenza_pc,,percentuale,25.9
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Totale,individui,,valore_assoluto,2570887.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Totale,totale,,valore_assoluto,2675208.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Umbria,2022,,valore_assoluto,10817.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Umbria,2023,,valore_assoluto,20312.0
