report_id,data_riferimento,titolo_tabella,regione,perc1_ass,perc2_ass,perc3_ass,perc4_ass,perc5_ass,perc1_pc,perc2_pc,perc3_pc,perc4_pc,perc5_pc
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Veneto,100959.0,82716.0,14749.0,6465.0,334.0,49.2,40.3,7.2,3.2,0.2
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Totale,1344926.0,689762.0,543994.0,94518.0,2008.0,50.3,25.8,20.3,3.5,0.1
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Abruzzo,51235.0,13610.0,14030.0,1056.0,0.0,64.1,17.0,17.6,1.3,0.0
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Basilicata,29855.0,8883.0,17176.0,815.0,4.0,52.6,15.7,30.3,1.4,0.0
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",P.A. Bolzano,13393.0,3923.0,570.0,838.0,0.0,71.5,21.0,3.0,4.5,0.0
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Calabria,87926.0,49472.0,57938.0,4893.0,1270.0,43.6,24.6,28.8,2.4,0.6
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Campania,199419.0,131882.0,262300.0,41198.0,2352.0,31.3,20.7,41.2,6.5,0.4
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Emilia-Romagna,195592.0,67892.0,26796.0,22301.0,47.0,62.6,21.7,8.6,7.1,0.0
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Friuli-Venezia Giulia,88797.0,28510.0,11235.0,3178.0,590.0,67.1,21.5,8.5,2.4,0.4
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Lazio,186489.0,55765.0,63552.0,2309.0,1459.0,60.2,18.0,20.5,0.7,0.5
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Liguria,51527.0,9233.0,11924.0,3948.0,19.0,67.2,12.0,15.6,5.2,0.0
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Lombardia,348736.0,156730.0,94258.0,20877.0,172.0,56.2,25.2,15.2,3.4,0.0
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Marche,95969.0,21261.0,10200.0,2799.0,107.0,73.6,16.3,7.8,2.1,0.1
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Molise,5679.0,4813.0,5971.0,146.0,311.0,33.6,28.4,35.3,0.9,1.8
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Piemonte,159204.0,65257.0,49154.0,33081.0,1361.0,51.7,21.2,16.0,10.7,0.4
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Puglia,171525.0,129335.0,124310.0,7680.0,0.0,39.6,29.9,28.7,1.8,0.0
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Sardegna,117035.0,47800.0,38453.0,3391.0,1094.0,56.3,23.0,18.5,1.6,0.5
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Sicilia,289372.0,146352.0,196496.0,14623.0,1683.0,44.6,22.6,30.3,2.3,0.3
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Toscana,238263.0,71166.0,28487.0,13123.0,545.0,67.8,20.2,8.1,3.7,0.2
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",P.A. Trento,18978.0,7628.0,1696.0,2530.0,0.0,61.6,24.7,5.5,8.2,0.0
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Umbria,52820.0,10885.0,10214.0,1844.0,482.0,69.3,14.3,13.4,2.4,0.6
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Valle d'Aosta,4741.0,1815.0,367.0,1522.0,3.0,56.1,21.5,4.3,18.0,0.0
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Veneto,173429.0,166804.0,29539.0,9985.0,1232.0,45.5,43.8,7.8,2.6,0.3
d6dfd94a-ff5e-466f-8c06-2787334333c0,2025-12-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Totale,2579984.0,1199016.0,1054666.0,192137.0,12731.0,51.2,23.8,20.9,3.8,0.3
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Abruzzo,43311.0,11031.0,12213.0,890.0,0.0,64.2,16.4,18.1,1.3,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Basilicata,20682.0,8016.0,15642.0,377.0,5.0,46.2,17.9,35.0,0.8,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",P.A. Bolzano,10963.0,3523.0,552.0,719.0,0.0,69.6,22.4,3.5,4.6,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Calabria,69229.0,40556.0,47998.0,4153.0,1063.0,42.5,24.9,29.4,2.5,0.7
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Campania,163832.0,117553.0,209256.0,28461.0,901.0,31.5,22.6,40.2,5.5,0.2
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Emilia-Romagna,159455.0,56309.0,20760.0,16686.0,32.0,63.0,22.2,8.2,6.6,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Friuli-Venezia Giulia,73182.0,25221.0,8581.0,2692.0,422.0,66.5,22.9,7.8,2.4,0.4
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Lazio,142009.0,46760.0,48997.0,2089.0,39.0,59.2,19.5,20.4,0.9,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Liguria,41499.0,8489.0,9638.0,3198.0,9.0,66.0,13.5,15.3,5.1,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Lombardia,244727.0,125414.0,57258.0,17662.0,99.0,55.0,28.2,12.9,4.0,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Marche,77256.0,17999.0,8974.0,1778.0,0.0,72.9,17.0,8.5,1.7,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Molise,3806.0,3119.0,4233.0,114.0,311.0,32.9,26.9,36.5,1.0,2.7
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Piemonte,123522.0,54022.0,37115.0,23252.0,513.0,51.8,22.7,15.6,9.8,0.2
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Puglia,130733.0,102565.0,92690.0,7039.0,0.0,39.3,30.8,27.8,2.1,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Sardegna,95284.0,40852.0,27559.0,3191.0,729.0,56.8,24.4,16.4,1.9,0.4
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Sicilia,203139.0,110422.0,155921.0,13594.0,799.0,42.0,22.8,32.2,2.8,0.2
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Toscana,182155.0,56397.0,24882.0,9343.0,0.0,66.8,20.7,9.1,3.4,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",P.A. Trento,14591.0,6289.0,1374.0,1888.0,0.0,60.4,26.1,5.7,7.8,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Umbria,42363.0,8667.0,7803.0,1275.0,278.0,70.2,14.4,12.9,2.1,0.5
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Valle d'Aosta,3270.0,1468.0,213.0,1292.0,3.0,52.4,23.5,3.4,20.7,0.0
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Veneto,146437.0,127586.0,19625.0,9007.0,750.0,48.3,42.1,6.5,3.0,0.2
f575e60b-9323-409f-8d8d-5b931448bd29,2025-04-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Totale,1991445.0,972258.0,811284.0,148700.0,5953.0,50.7,24.7,20.6,3.8,0.2
