file,ente,data_riferimento,tema,caption_num,caption_title,page,anchor,col_index,header_above,valore_raw,valore_num,unit_guess,quality_flag
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Emilia-Romagna,3,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,69.827,69827,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Emilia-Romagna,4,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"40,7",40.7,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Emilia-Romagna,5,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,8.189,8189,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Emilia-Romagna,6,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"4,8",4.8,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Emilia-Romagna,7,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"89,5",89.5,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Friuli-Venezia Giulia,0,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,68.595,68595,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Friuli-Venezia Giulia,1,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,33.096,33096,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Friuli-Venezia Giulia,2,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"48,2",48.2,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Friuli-Venezia Giulia,3,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,31.114,31114,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Friuli-Venezia Giulia,4,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"45,4",45.4,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Friuli-Venezia Giulia,5,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,1.982,1982,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Friuli-Venezia Giulia,6,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"2,9",2.9,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Friuli-Venezia Giulia,7,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"94,0",94.0,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lazio,0,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,176.528,176528,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lazio,1,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,73.650,73650,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lazio,2,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"41,7",41.7,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lazio,3,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,63.679,63679,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lazio,4,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"36,1",36.1,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lazio,5,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,9.971,9971,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lazio,6,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"5,6",5.6,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lazio,7,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"86,5",86.5,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Liguria,0,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,41.848,41848,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Liguria,1,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,19.699,19699,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Liguria,2,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"47,1",47.1,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Liguria,3,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,17.554,17554,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Liguria,4,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"41,9",41.9,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Liguria,5,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,2.145,2145,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Liguria,6,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"5,1",5.1,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Liguria,7,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"89,1",89.1,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lombardia,0,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,284.534,284534,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lombardia,1,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,123.725,123725,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lombardia,2,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"43,5",43.5,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lombardia,3,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,108.361,108361,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lombardia,4,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"38,1",38.1,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lombardia,5,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,15.364,15364,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lombardia,6,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"5,4",5.4,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Lombardia,7,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"87,6",87.6,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Marche,0,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,71.712,71712,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Marche,1,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,32.388,32388,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Marche,2,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"45,2",45.2,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Marche,3,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,29.099,29099,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Marche,4,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"40,6",40.6,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Marche,5,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,3.289,3289,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Marche,6,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"4,6",4.6,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Marche,7,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"89,8",89.8,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Molise,0,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,6.536,6536,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Molise,1,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,2.481,2481,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Molise,2,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"38,0",38.0,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Molise,3,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,2.228,2228,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Molise,4,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"34,1",34.1,percent,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Molise,5,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,253,253,count,ok
2025/INAPP_Focus-GOL_1-2025.pdf,INAPP,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",23,Molise,6,Occupati alla data di riferimento | Individui presi di cui: di cui: Quota (%) nuovi | Regione presa in carico in carico Totale occupati con rapporto di lavoro avviato con rapporto di lavoro avviato prima rapporti di lavoro sul | dopo la presa in carico della presa in carico totale occupati | (A) (B) (B/A)% (C) (C/A) % (D) (D/A) % (C/B)%,"3,9",3.9,percent,ok
