tema,caption_num,col_index,era,variabile,caratteristica,modalita,percorso,unita,confidenza,header_modal,caption_title_modal,n_rows,n_header_variants,col_token
A1,2,0,pre_2025,presi_in_carico_ass,,,1_reinserimento_lavorativo,count,high,1 2 3 4 | Reinserimento Aggiornamento Riqualificazione Lavoro e | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),148,6,lavorativo
A1,2,1,pre_2025,presi_in_carico_ass,,,4_lavoro_inclusione,count,medium,1 2 3 4 | Reinserimento Aggiornamento Riqualificazione Lavoro e | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),148,6,inclusione
A1,2,2,pre_2025,presi_in_carico_ass,,,3_riqualificazione_reskilling,count,high,1 2 3 4 | Reinserimento Aggiornamento Riqualificazione Lavoro e | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),148,6,
A1,2,3,pre_2025,presi_in_carico_ass,,,4_lavoro_inclusione,count,high,1 2 3 4 | Reinserimento Aggiornamento Riqualificazione Lavoro e | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),148,6,
A1,2,4,pre_2025,presi_in_carico_pc,,,1_reinserimento_lavorativo,percentage_row,high,1 2 3 4 | Reinserimento Aggiornamento Riqualificazione Lavoro e | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),148,6,
A1,2,5,pre_2025,presi_in_carico_pc,,,2_aggiornamento_upskilling,percentage_row,high,1 2 3 4 | Reinserimento Aggiornamento Riqualificazione Lavoro e | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),148,6,
A1,2,6,pre_2025,presi_in_carico_pc,,,3_riqualificazione_reskilling,percentage_row,high,1 2 3 4 | Reinserimento Aggiornamento Riqualificazione Lavoro e | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),148,6,
A1,2,7,pre_2025,presi_in_carico_pc,,,4_lavoro_inclusione,percentage_row,high,1 2 3 4 | Reinserimento Aggiornamento Riqualificazione Lavoro e | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),148,6,
A1,2,8,pre_2025,raw_col_8,,,,unknown,low,1. 2. 3. 4. Totale 1. 2. 3. 4. Totale | Reinserimento Aggiornamento Riqualificazione Lavoro e Reinserimento Aggiornamento Riqualificazione Lavoro e | lavorativo (upskilling) (reskilling) inclusione lavorativo (upskilling) (reskilling) inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),34,2,
A1,2,9,pre_2025,raw_col_9,,,,unknown,low,1. 2. 3. 4. Totale 1. 2. 3. 4. Totale | Reinserimento Aggiornamento Riqualificazione Lavoro e Reinserimento Aggiornamento Riqualificazione Lavoro e | lavorativo (upskilling) (reskilling) inclusione lavorativo (upskilling) (reskilling) inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),22,2,
A1,2,10,pre_2025,raw_col_10,,,,unknown,low,1 2 3 4 | Reinserimento Aggiornamento Riqualificazione Lavoro e | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),1,1,
A1,2,11,pre_2025,raw_col_11,,,,unknown,low,1 2 3 4 | Reinserimento Aggiornamento Riqualificazione Lavoro e | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v% riga),1,1,
A1,1.3,0,pre_2025,presi_in_carico_totale,,,,percentage,high,1 2 3 4 | Reinserimento Aggiornament Riqualificazione Lavoro e | Valori % (di riga) | lavorativo o (reskilling) inclusione | (upskilling) | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti lavorativo inclusione,Numero di presi in carico GOL per Regione e percorso,66,3,Valori
A1,1.3,1,pre_2025,raw_col_1,,,,unknown,low,1 2 3 4 | Reinserimento Aggiornament Riqualificazione Lavoro e | Valori % (di riga) | lavorativo o (reskilling) inclusione | (upskilling) | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti lavorativo inclusione,Numero di presi in carico GOL per Regione e percorso,66,3,assoluti
A1,1.3,2,pre_2025,raw_col_2,,,,unknown,low,1 2 3 4 | Reinserimento Aggiornament Riqualificazione Lavoro e | Valori % (di riga) | lavorativo o (reskilling) inclusione | (upskilling) | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti lavorativo inclusione,Numero di presi in carico GOL per Regione e percorso,66,3,lavorativo
A1,1.3,3,pre_2025,presi_in_carico_ass,,,4_lavoro_inclusione,count,medium,1 2 3 4 | Reinserimento Aggiornament Riqualificazione Lavoro e | Valori % (di riga) | lavorativo o (reskilling) inclusione | (upskilling) | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti lavorativo inclusione,Numero di presi in carico GOL per Regione e percorso,66,3,inclusione
A1,1.3,4,pre_2025,raw_col_4,,,,unknown,low,1 2 3 4 | Reinserimento Aggiornament Riqualificazione Lavoro e | Valori % (di riga) | lavorativo o (reskilling) inclusione | (upskilling) | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti lavorativo inclusione,Numero di presi in carico GOL per Regione e percorso,66,3,
A1,1.3,5,pre_2025,raw_col_5,,,,unknown,low,1 2 3 4 | Reinserimento Aggiornament Riqualificazione Lavoro e | Valori % (di riga) | lavorativo o (reskilling) inclusione | (upskilling) | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti lavorativo inclusione,Numero di presi in carico GOL per Regione e percorso,66,3,
A1,1.3,6,pre_2025,raw_col_6,,,,unknown,low,1 2 3 4 | Reinserimento Aggiornament Riqualificazione Lavoro e | Valori % (di riga) | lavorativo o (reskilling) inclusione | (upskilling) | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti lavorativo inclusione,Numero di presi in carico GOL per Regione e percorso,66,3,
A1,1.3,7,pre_2025,raw_col_7,,,,unknown,low,1 2 3 4 | Reinserimento Aggiornament Riqualificazione Lavoro e | Valori % (di riga) | lavorativo o (reskilling) inclusione | (upskilling) | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti lavorativo inclusione,Numero di presi in carico GOL per Regione e percorso,66,3,
A1,1.2,0,pre_2025,presi_in_carico_totale,,,,percentage,high,1 2 3 4 5 | Reinserimento Aggiornamento Riqualificazione Lavoro e Ricollocazione | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione collettiva | Regione | Reinserimento Upskilling Reskilling Lavoro e Ricollocazione | Valori assoluti | lavorativo inclusione collettiva,Numero di presi in carico GOL per Regione e percorso,88,3,lavorativo
A1,1.2,1,pre_2025,presi_in_carico_ass,,,4_lavoro_inclusione,count,medium,1 2 3 4 5 | Reinserimento Aggiornamento Riqualificazione Lavoro e Ricollocazione | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione collettiva | Regione | Reinserimento Upskilling Reskilling Lavoro e Ricollocazione | Valori assoluti | lavorativo inclusione collettiva,Numero di presi in carico GOL per Regione e percorso,88,3,inclusione
A1,1.2,2,pre_2025,raw_col_2,,,,unknown,low,1 2 3 4 5 | Reinserimento Aggiornamento Riqualificazione Lavoro e Ricollocazione | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione collettiva | Regione | Reinserimento Upskilling Reskilling Lavoro e Ricollocazione | Valori assoluti | lavorativo inclusione collettiva,Numero di presi in carico GOL per Regione e percorso,88,3,collettiva
A1,1.2,3,pre_2025,raw_col_3,,,,unknown,low,1 2 3 4 5 | Reinserimento Aggiornamento Riqualificazione Lavoro e Ricollocazione | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione collettiva | Regione | Reinserimento Upskilling Reskilling Lavoro e Ricollocazione | Valori assoluti | lavorativo inclusione collettiva,Numero di presi in carico GOL per Regione e percorso,88,3,
A1,1.2,4,pre_2025,raw_col_4,,,,unknown,low,1 2 3 4 5 | Reinserimento Aggiornamento Riqualificazione Lavoro e Ricollocazione | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione collettiva | Regione | Reinserimento Upskilling Reskilling Lavoro e Ricollocazione | Valori assoluti | lavorativo inclusione collettiva,Numero di presi in carico GOL per Regione e percorso,88,3,
A1,1.2,5,pre_2025,raw_col_5,,,,unknown,low,1 2 3 4 5 | Reinserimento Aggiornamento Riqualificazione Lavoro e Ricollocazione | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione collettiva | Regione | Reinserimento Upskilling Reskilling Lavoro e Ricollocazione | Valori assoluti | lavorativo inclusione collettiva,Numero di presi in carico GOL per Regione e percorso,88,3,
A1,1.2,6,pre_2025,raw_col_6,,,,unknown,low,1 2 3 4 5 | Reinserimento Aggiornamento Riqualificazione Lavoro e Ricollocazione | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione collettiva | Regione | Reinserimento Upskilling Reskilling Lavoro e Ricollocazione | Valori assoluti | lavorativo inclusione collettiva,Numero di presi in carico GOL per Regione e percorso,88,3,
A1,1.2,7,pre_2025,raw_col_7,,,,unknown,low,1 2 3 4 5 | Reinserimento Aggiornamento Riqualificazione Lavoro e Ricollocazione | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione collettiva | Regione | Reinserimento Upskilling Reskilling Lavoro e Ricollocazione | Valori assoluti | lavorativo inclusione collettiva,Numero di presi in carico GOL per Regione e percorso,88,3,
A1,3.1,0,pre_2025,presi_in_carico_totale,,,,percentage,high,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),21,1,Fonti
A1,3.1,1,pre_2025,raw_col_1,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),21,1,di
A1,3.1,2,pre_2025,raw_col_2,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),21,1,Fonti
A1,3.1,3,pre_2025,raw_col_3,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),21,1,di
A1,3.1,4,pre_2025,raw_col_4,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),21,1,Fonti
A1,3.1,5,pre_2025,raw_col_5,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),21,1,di
A1,3.1,6,pre_2025,raw_col_6,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),21,1,Fonti
A1,3.1,7,pre_2025,raw_col_7,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),21,1,di
A1,3.1,8,pre_2025,raw_col_8,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),21,1,Fonti
A1,3.1,9,pre_2025,raw_col_9,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),21,1,di
A1,3.1,10,pre_2025,raw_col_10,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),20,1,Fonti
A1,3.1,11,pre_2025,raw_col_11,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),20,1,di
A1,3.1,12,pre_2025,raw_col_12,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),17,1,
A1,3.1,13,pre_2025,raw_col_13,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),17,1,
A1,3.1,14,pre_2025,raw_col_14,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),11,1,
A1,3.1,15,pre_2025,raw_col_15,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),10,1,
A1,3.1,16,pre_2025,raw_col_16,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),7,1,
A1,3.1,17,pre_2025,raw_col_17,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),4,1,
A1,3.1,18,pre_2025,raw_col_18,,,,unknown,low,Percorso 1 - Percorso 2 - Percorso 3 - Percorso 5 - | Percorso 4 - Lavoro e | Reinserimento Aggiornamento Riqualificazione Ricollocazione Totale | inclusione | occupazionale (Upskilling) (Reskilling) lavorativa | Fonti di Fonti di Fonti di Fonti di Fonti di Fonti di,PAR: risorse finanziarie per Regione e per percorso GOL (v.a. in milioni di euro e v.%),2,1,
A1,1.2,8,pre_2025,raw_col_8,,,,unknown,low,1 2 3 4 5 | Reinserimento Aggiornamento Riqualificazione Lavoro e Ricollocazione | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione collettiva | Regione | Reinserimento Upskilling Reskilling Lavoro e Ricollocazione | Valori assoluti | lavorativo inclusione collettiva,"Programma GOL: prese in carico per Regione e percorso, v.a. e v.%",44,1,
A1,1.2,9,pre_2025,raw_col_9,,,,unknown,low,1 2 3 4 5 | Reinserimento Aggiornamento Riqualificazione Lavoro e Ricollocazione | Valori % (di riga) | lavorativo (upskilling) (reskilling) inclusione collettiva | Regione | Reinserimento Upskilling Reskilling Lavoro e Ricollocazione | Valori assoluti | lavorativo inclusione collettiva,"Programma GOL: prese in carico per Regione e percorso, v.a. e v.%",44,1,
A1,1.2,0,post_2025,presi_in_carico_ass,,,1_reinserimento_lavorativo,count,high,INAPP_csv_long | 1_reinserimento_lavorativo_ass | valore_assoluto,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",264,2,valore_assoluto
A1,1.2,1,post_2025,presi_in_carico_pc,,,1_reinserimento_lavorativo,percentage_row,high,INAPP_csv_long | 1_reinserimento_lavorativo_pc | percentuale_riga,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",264,2,
A1,1.2,2,post_2025,presi_in_carico_ass,,,2_aggiornamento_upskilling,count,high,INAPP_csv_long | 2_aggiornamento_upskilling_ass | valore_assoluto,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",264,2,
A1,1.2,3,post_2025,presi_in_carico_pc,,,2_aggiornamento_upskilling,percentage_row,high,INAPP_csv_long | 2_aggiornamento_upskilling_pc | percentuale_riga,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",264,2,
A1,1.2,4,post_2025,presi_in_carico_ass,,,3_riqualificazione_reskilling,count,high,INAPP_csv_long | 3_riqualificazione_reskilling_ass | valore_assoluto,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",264,2,
A1,1.2,5,post_2025,presi_in_carico_pc,,,3_riqualificazione_reskilling,percentage_row,high,INAPP_csv_long | 3_riqualificazione_reskilling_pc | percentuale_riga,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",264,2,
A1,1.2,6,post_2025,presi_in_carico_ass,,,4_lavoro_inclusione,count,high,INAPP_csv_long | 4_lavoro_inclusione_ass | valore_assoluto,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",264,2,
A1,1.2,7,post_2025,presi_in_carico_pc,,,4_lavoro_inclusione,percentage_row,high,INAPP_csv_long | 4_lavoro_inclusione_pc | percentuale_riga,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",264,2,
A1,1.2,8,post_2025,presi_in_carico_ass,,,5_ricollocazione_collettiva,count,high,INAPP_csv_long | 5_ricollocazione_collettiva_ass | valore_assoluto,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",264,2,
A1,1.2,9,post_2025,presi_in_carico_pc,,,5_ricollocazione_collettiva,percentage_row,high,INAPP_csv_long | 5_ricollocazione_collettiva_pc | percentuale_riga,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",264,2,
B,3,0,pre_2025,presi_in_carico,genere,Maschi,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),148,4,Maschi
B,3,1,pre_2025,presi_in_carico,genere,Femmine,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),148,4,Femmine
B,3,2,pre_2025,presi_in_carico,genere,Totale,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),148,4,Totale
B,3,3,pre_2025,presi_in_carico,classe_eta,15-29,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),148,4,15-29
B,3,4,pre_2025,presi_in_carico,classe_eta,30-54,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),148,4,30-54
B,3,5,pre_2025,presi_in_carico,classe_eta,55+,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),148,4,55+
B,3,6,pre_2025,presi_in_carico,classe_eta,Totale,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),148,4,Totale
B,3,7,pre_2025,presi_in_carico,cittadinanza,Italiana,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),148,4,Italiana
B,3,8,pre_2025,presi_in_carico,cittadinanza,Straniera,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),148,4,Straniera
B,3,9,pre_2025,presi_in_carico,cittadinanza,Totale,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),128,3,Totale
B,3,10,pre_2025,presi_in_carico,durata_disoccupazione,ge_6mesi,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),128,3,>=6mesi
B,3,11,pre_2025,presi_in_carico,durata_disoccupazione,ge_12mesi,,count,high,Sesso Età Cittadinanza Anzianità | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),128,3,>=12mesi
B,1.4,0,pre_2025,presi_in_carico,genere,Maschi,,count,high,Anzianità | Genere Età Cittadinanza | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),66,2,Maschi
B,1.4,1,pre_2025,presi_in_carico,genere,Femmine,,count,high,Anzianità | Genere Età Cittadinanza | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),66,2,Femmine
B,1.4,2,pre_2025,presi_in_carico,genere,Totale,,count,high,Anzianità | Genere Età Cittadinanza | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),66,2,Totale
B,1.4,3,pre_2025,presi_in_carico,classe_eta,15-29,,count,high,Anzianità | Genere Età Cittadinanza | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),66,2,15-29
B,1.4,4,pre_2025,presi_in_carico,classe_eta,30-54,,count,high,Anzianità | Genere Età Cittadinanza | disoccupazione | Maschi Femmine Totale 15-29 30-54 55+ Totale Italiana Straniera Totale >=6mesi >=12mesi,Presi in carico in GOL per Regione e per alcune caratteristiche anagrafiche (v.% riga),66,2,30-54
