regione;anno;trimestre;trimestre_roman;flusso;variabile;valore;file_origine
Valle d’Aosta/Vallée d’Aoste;2023;3;III;avviamenti;rapporti;9423.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2023;3;III;avviamenti;lavoratori;8359.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2023;3;III;avviamenti;media;1.1272879531044384;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2023;3;III;cessazioni;rapporti;10580.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2023;3;III;cessazioni;lavoratori;9600.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2023;3;III;cessazioni;media;1.1020833333333333;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;3;III;avviamenti;rapporti;266402.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;3;III;avviamenti;lavoratori;233057.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;3;III;avviamenti;media;1.1430765864144823;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;3;III;cessazioni;rapporti;230612.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;3;III;cessazioni;lavoratori;205713.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;3;III;cessazioni;media;1.1210375620403183;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2023;4;IV;avviamenti;rapporti;60346.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2023;4;IV;avviamenti;lavoratori;48620.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2023;4;IV;avviamenti;media;1.2411764705882353;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2023;4;IV;cessazioni;rapporti;74792.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2023;4;IV;cessazioni;lavoratori;62066.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2023;4;IV;cessazioni;media;1.2050397963458255;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2023;4;IV;avviamenti;rapporti;31071.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2023;4;IV;avviamenti;lavoratori;22983.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2023;4;IV;avviamenti;media;1.3519122829917765;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2023;4;IV;cessazioni;rapporti;51828.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2023;4;IV;cessazioni;lavoratori;39232.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2023;4;IV;cessazioni;media;1.3210644371941271;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2023;4;IV;avviamenti;rapporti;50166.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2023;4;IV;avviamenti;lavoratori;46274.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2023;4;IV;avviamenti;media;1.0841077062713402;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2023;4;IV;cessazioni;rapporti;66504.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2023;4;IV;cessazioni;lavoratori;59319.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2023;4;IV;cessazioni;media;1.1211247660951802;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2023;4;IV;avviamenti;rapporti;82757.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2023;4;IV;avviamenti;lavoratori;67630.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2023;4;IV;avviamenti;media;1.2236729262161763;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2023;4;IV;cessazioni;rapporti;129944.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2023;4;IV;cessazioni;lavoratori;111997.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2023;4;IV;cessazioni;media;1.1602453637150996;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2023;4;IV;avviamenti;rapporti;235272.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2023;4;IV;avviamenti;lavoratori;174920.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2023;4;IV;avviamenti;media;1.345026297736108;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2023;4;IV;cessazioni;rapporti;300072.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2023;4;IV;cessazioni;lavoratori;235560.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2023;4;IV;cessazioni;media;1.2738665308201733;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2023;4;IV;avviamenti;rapporti;229519.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2023;4;IV;avviamenti;lavoratori;177879.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2023;4;IV;avviamenti;media;1.2903097049117658;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2023;4;IV;cessazioni;rapporti;301709.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2023;4;IV;cessazioni;lavoratori;241316.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2023;4;IV;cessazioni;media;1.2502652124185716;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2023;4;IV;avviamenti;rapporti;54719.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2023;4;IV;avviamenti;lavoratori;43918.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2023;4;IV;avviamenti;media;1.2459356072680905;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2023;4;IV;cessazioni;rapporti;68031.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2023;4;IV;cessazioni;lavoratori;57040.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2023;4;IV;cessazioni;media;1.1926893408134642;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2023;4;IV;avviamenti;rapporti;508281.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2023;4;IV;avviamenti;lavoratori;257882.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2023;4;IV;avviamenti;media;1.9709828526225173;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2023;4;IV;cessazioni;rapporti;540478.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2023;4;IV;cessazioni;lavoratori;285892.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2023;4;IV;cessazioni;media;1.8904971107970843;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2023;4;IV;avviamenti;rapporti;62135.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2023;4;IV;avviamenti;lavoratori;51733.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2023;4;IV;avviamenti;media;1.2010708831886803;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2023;4;IV;cessazioni;rapporti;73563.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2023;4;IV;cessazioni;lavoratori;63254.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2023;4;IV;cessazioni;media;1.1629778353938092;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2023;4;IV;avviamenti;rapporti;503713.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2023;4;IV;avviamenti;lavoratori;376247.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2023;4;IV;avviamenti;media;1.3387827677031312;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2023;4;IV;cessazioni;rapporti;551278.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2023;4;IV;cessazioni;lavoratori;416527.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2023;4;IV;cessazioni;media;1.3235108408338474;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2023;4;IV;avviamenti;rapporti;66466.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2023;4;IV;avviamenti;lavoratori;53631.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2023;4;IV;avviamenti;media;1.239320542223714;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2023;4;IV;cessazioni;rapporti;81827.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2023;4;IV;cessazioni;lavoratori;67646.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2023;4;IV;cessazioni;media;1.2096354551636461;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2023;4;IV;avviamenti;rapporti;10153.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2023;4;IV;avviamenti;lavoratori;8774.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2023;4;IV;avviamenti;media;1.1571689081376795;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2023;4;IV;cessazioni;rapporti;12869.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2023;4;IV;cessazioni;lavoratori;11232.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2023;4;IV;cessazioni;media;1.1457443019943019;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2023;4;IV;avviamenti;rapporti;1047.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2023;4;IV;avviamenti;lavoratori;717.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2023;4;IV;avviamenti;media;1.4602510460251046;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2023;4;IV;cessazioni;rapporti;1162.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2023;4;IV;cessazioni;lavoratori;872.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2023;4;IV;cessazioni;media;1.3325688073394495;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2023;4;IV;avviamenti;rapporti;154379.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2023;4;IV;avviamenti;lavoratori;128903.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2023;4;IV;avviamenti;media;1.1976369828475675;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2023;4;IV;cessazioni;rapporti;185253.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2023;4;IV;cessazioni;lavoratori;156305.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2023;4;IV;cessazioni;media;1.1852020088928696;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2023;4;IV;avviamenti;rapporti;254871.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2023;4;IV;avviamenti;lavoratori;178460.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2023;4;IV;avviamenti;media;1.428168777317046;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2023;4;IV;cessazioni;rapporti;369159.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2023;4;IV;cessazioni;lavoratori;255440.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2023;4;IV;cessazioni;media;1.4451886940181646;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2023;4;IV;avviamenti;rapporti;69865.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2023;4;IV;avviamenti;lavoratori;53913.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2023;4;IV;avviamenti;media;1.2958841095839593;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2023;4;IV;cessazioni;rapporti;95248.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2023;4;IV;cessazioni;lavoratori;78395.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2023;4;IV;cessazioni;media;1.214975444862555;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2023;4;IV;avviamenti;rapporti;207752.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2023;4;IV;avviamenti;lavoratori;158932.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2023;4;IV;avviamenti;media;1.307175395766743;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2023;4;IV;cessazioni;rapporti;301856.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2023;4;IV;cessazioni;lavoratori;244452.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2023;4;IV;cessazioni;media;1.2348272871565789;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2023;4;IV;avviamenti;rapporti;170688.0;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2023;4;IV;avviamenti;lavoratori;133250.0;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2023;4;IV;avviamenti;media;1.2809606003752345;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2023;4;IV;cessazioni;rapporti;225101.0;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2023;4;IV;cessazioni;lavoratori;182844.0;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2023;4;IV;cessazioni;media;1.2311095797510445;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2023;4;IV;avviamenti;rapporti;3052150.0;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2023;4;IV;avviamenti;lavoratori;2180097.0;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2023;4;IV;avviamenti;media;1.4000065134716482;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2023;4;IV;cessazioni;rapporti;3777282.0;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2023;4;IV;cessazioni;lavoratori;2791910.0;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2023;4;IV;cessazioni;media;1.3529383110487085;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2023;4;IV;avviamenti;rapporti;43179.0;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2023;4;IV;avviamenti;lavoratori;37911.0;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2023;4;IV;avviamenti;media;1.1389570309408878;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2023;4;IV;cessazioni;rapporti;46187.0;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2023;4;IV;cessazioni;lavoratori;41011.0;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2023;4;IV;cessazioni;media;1.1262100412084564;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2023;4;IV;avviamenti;rapporti;35320.0;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2023;4;IV;avviamenti;lavoratori;28536.0;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2023;4;IV;avviamenti;media;1.2377347911410148;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2023;4;IV;cessazioni;rapporti;45929.0;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2023;4;IV;cessazioni;lavoratori;37811.0;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2023;4;IV;cessazioni;media;1.214699426092936;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2023;4;IV;avviamenti;rapporti;12804.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2023;4;IV;avviamenti;lavoratori;11186.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2023;4;IV;avviamenti;media;1.144645092079385;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2023;4;IV;cessazioni;rapporti;8081.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2023;4;IV;cessazioni;lavoratori;6945.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2023;4;IV;cessazioni;media;1.1635709143268538;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;4;IV;avviamenti;rapporti;207647.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;4;IV;avviamenti;lavoratori;173814.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;4;IV;avviamenti;media;1.194650603518704;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;4;IV;cessazioni;rapporti;246411.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;4;IV;cessazioni;lavoratori;210542.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2023;4;IV;cessazioni;media;1.1703650578031937;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2024;1;I;avviamenti;rapporti;66376.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2024;1;I;avviamenti;lavoratori;55632.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2024;1;I;avviamenti;media;1.1931262582686224;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2024;1;I;cessazioni;rapporti;44772.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2024;1;I;cessazioni;lavoratori;35719.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2024;1;I;cessazioni;media;1.2534505445281223;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2024;1;I;avviamenti;rapporti;44443.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2024;1;I;avviamenti;lavoratori;33556.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2024;1;I;avviamenti;media;1.3244427226129456;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2024;1;I;cessazioni;rapporti;22392.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2024;1;I;cessazioni;lavoratori;16315.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2024;1;I;cessazioni;media;1.37247931351517;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2024;1;I;avviamenti;rapporti;36747.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2024;1;I;avviamenti;lavoratori;33503.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2024;1;I;avviamenti;media;1.09682714980748;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2024;1;I;cessazioni;rapporti;34935.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2024;1;I;cessazioni;lavoratori;32043.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2024;1;I;cessazioni;media;1.0902537215616515;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2024;1;I;avviamenti;rapporti;87228.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2024;1;I;avviamenti;lavoratori;72197.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2024;1;I;avviamenti;media;1.2081942462983226;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2024;1;I;cessazioni;rapporti;54140.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2024;1;I;cessazioni;lavoratori;42033.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2024;1;I;cessazioni;media;1.2880355910831964;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2024;1;I;avviamenti;rapporti;271504.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2024;1;I;avviamenti;lavoratori;213515.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2024;1;I;avviamenti;media;1.271592159801419;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2024;1;I;cessazioni;rapporti;179660.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2024;1;I;cessazioni;lavoratori;128631.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2024;1;I;cessazioni;media;1.3967084139904067;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2024;1;I;avviamenti;rapporti;297734.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2024;1;I;avviamenti;lavoratori;238098.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2024;1;I;avviamenti;media;1.250468294567783;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2024;1;I;cessazioni;rapporti;184169.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2024;1;I;cessazioni;lavoratori;138608.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2024;1;I;cessazioni;media;1.32870397091077;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2024;1;I;avviamenti;rapporti;63941.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2024;1;I;avviamenti;lavoratori;54459.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2024;1;I;avviamenti;media;1.1741126351934483;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2024;1;I;cessazioni;rapporti;41463.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2024;1;I;cessazioni;lavoratori;33448.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2024;1;I;cessazioni;media;1.2396256876345373;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2024;1;I;avviamenti;rapporti;484371.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2024;1;I;avviamenti;lavoratori;272354.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2024;1;I;avviamenti;media;1.7784611204535274;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2024;1;I;cessazioni;rapporti;395090.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2024;1;I;cessazioni;lavoratori;194186.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2024;1;I;cessazioni;media;2.034595696909149;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2024;1;I;avviamenti;rapporti;73423.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2024;1;I;avviamenti;lavoratori;62684.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2024;1;I;avviamenti;media;1.171319634994576;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2024;1;I;cessazioni;rapporti;50933.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2024;1;I;cessazioni;lavoratori;42079.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2024;1;I;cessazioni;media;1.2104137455738018;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2024;1;I;avviamenti;rapporti;525253.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2024;1;I;avviamenti;lavoratori;408751.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2024;1;I;avviamenti;media;1.2850194861908595;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2024;1;I;cessazioni;rapporti;404009.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2024;1;I;cessazioni;lavoratori;302573.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2024;1;I;cessazioni;media;1.3352447178036375;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2024;1;I;avviamenti;rapporti;77112.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2024;1;I;avviamenti;lavoratori;65275.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2024;1;I;avviamenti;media;1.1813404825737266;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2024;1;I;cessazioni;rapporti;48604.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2024;1;I;cessazioni;lavoratori;39378.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2024;1;I;cessazioni;media;1.2342932601960486;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2024;1;I;avviamenti;rapporti;11822.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2024;1;I;avviamenti;lavoratori;10348.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2024;1;I;avviamenti;media;1.142442984151527;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2024;1;I;cessazioni;rapporti;7360.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2024;1;I;cessazioni;lavoratori;6255.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2024;1;I;cessazioni;media;1.1766586730615507;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2024;1;I;avviamenti;rapporti;758.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2024;1;I;avviamenti;lavoratori;684.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2024;1;I;avviamenti;media;1.108187134502924;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2024;1;I;cessazioni;rapporti;600.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2024;1;I;cessazioni;lavoratori;548.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2024;1;I;cessazioni;media;1.094890510948905;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2024;1;I;avviamenti;rapporti;169126.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2024;1;I;avviamenti;lavoratori;142894.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2024;1;I;avviamenti;media;1.1835766372275953;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2024;1;I;cessazioni;rapporti;120171.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2024;1;I;cessazioni;lavoratori;98897.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2024;1;I;cessazioni;media;1.2151126930038323;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2024;1;I;avviamenti;rapporti;303521.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2024;1;I;avviamenti;lavoratori;216090.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2024;1;I;avviamenti;media;1.4046045629136008;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2024;1;I;cessazioni;rapporti;192487.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2024;1;I;cessazioni;lavoratori;129189.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2024;1;I;cessazioni;media;1.4899643158473244;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2024;1;I;avviamenti;rapporti;70804.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2024;1;I;avviamenti;lavoratori;56442.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2024;1;I;avviamenti;media;1.2544559016335353;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2024;1;I;cessazioni;rapporti;50575.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2024;1;I;cessazioni;lavoratori;37662.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2024;1;I;cessazioni;media;1.3428654877595454;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2024;1;I;avviamenti;rapporti;241868.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2024;1;I;avviamenti;lavoratori;194070.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2024;1;I;avviamenti;media;1.2462925748441285;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2024;1;I;cessazioni;rapporti;143500.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2024;1;I;cessazioni;lavoratori;103142.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2024;1;I;cessazioni;media;1.391285800159004;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2024;1;I;avviamenti;rapporti;215192.0;Allegato-III-Trimestre-CO-2025.xlsx
